destination,rating,text,month,translation_status,failure_reason
Perhentian Island Resort,4.5,Nice view right in front of the resort and we can do our snorkeling right in front of this island and we managed to spot 2 turtles here too...,2026-04,not_applicable,
Perhentian Island Resort,5.0,A paradise....,2026-03,translated_manual,
Perhentian Island Resort,5.0,"Overall, I had a wonderful stay at this resort. Initially, I didn’t have high expectations due to my previous not-so-good experiences with other resorts, but everything turned out to be surprisingly great.

Upon arrival at the jetty, the staff were there to assist with our luggage, which was a nice touch. Check-in could have been slightly earlier since the room was already ready, but aside from that, the service was excellent. Everyone was friendly, cheerful, and always welcoming with a smile.

The room was clean and had a pleasant scent. The towels were fresh and smelled nice too. The bed and pillows were incredibly comfortable..I slept like a baby! The beach and the view were absolutely magnificent. The food was also delicious. Although there was no Wi-Fi in the room, the phone signal was strong, and Wi-Fi was available in the receiptionist area. The only downside was the limited food options

Overall, I’m very satisfied with my stay and will definitely come again!",2026-03,not_applicable,
The Taaras Beach & Spa Resort,4.0,"For our recent getaway, we booked The Taaras, supposedly the best hotel on Redang Island. With that reputation and the price tag, we arrived expecting a little bit of wow.

Arrival:
The welcome was pretty much “hey you made it.”  . We were served a welcome drink that tasted as if the juice concentrate was more of a suggestion than an ingredient.

We arrived way too early and our room wasn’t ready for early check-in, so we were then told to leave our bags on the floor by the stairs. For a resort charging these rates, I assumed a proper luggage area might have made it into the budget, but apparently not- the staircase floor is the luggage lounge.

We left our bags to enjoy the beach, and we can confirm this is where The Taaras absolutely earns its reputation.

The beach:
The beach is breathtaking. Hands down, the most beautiful beach on Redang Island. The sand is incredibly white, the water is crystal clear, and the scenery is spectacular. If the welcome drink was 99% water and 1% juice, at least the water at the beach was actually impressive.

The room:
Our Bay View room was amazing. A big thank you to the hotel management for assigning us Room 251. The room was perfect, and the view of the beach was spectacular. We loved the slice of cake and the beautiful anniversary message displayed on the screen- though we had to turn on the TV to see it. It was a thoughtful touch.

Breakfast at Asian Dining restaurant:
Breakfast had a good spread, although most of the food sat comfortably in the moderately good category. The croissant was soft, and limp. The roti canai was fine, even though i think a splash of sambal would take it up a notch.

We ordered iced chocolate drinks, which arrived as a joke. Between this and the welcome drink, I strongly suspect the beverage department is either terrified of flavour or operating under extremely strict flavor rationing. Perhaps a little more training in beverage making?

Recreation Center:
We made good use of the Sports and Recreation Center. Renting equipment such as the canoes, snorkelling gear and an underwater camera was easy, and returning everything was straightforward. The staff were extremely helpful, especially Kak Husni, who made things simple for us

The only issue though was transferring the underwater camera files. We couldn’t transfer everything because the videos were large, despite averaging around two minutes each. If only the centre could temporarily upload the files to cloud storage and provide guests with a download link. That would save everyone from standing around watching a transfer progress bar move with the urgency of a sea cucumber.

Customer Service:
One thing that genuinely stood out was the customer service. The staff were consistently friendly and helpful, when approached, but some moments went beyond the usual resort service. A staff member helped attend to our minor wounds after a snorkelling activity, and we even saw another staff member helping a guest tie her hair. How lovely is that.

We had the pleasure of riding with Rafiq, one of the buggy drivers, who remembered us by our room number, so every trip between our room and the lobby was effortless. He shared helpful tips and was a pleasure to chat with.

Overall, The Taaras has an absolutely spectacular beach, beautiful views, excellent rooms and some genuinely wonderful staff. The natural setting does a lot of the heavy lifting.

They just have to work on the arrival experience, and beverage quality.

Had to repost this twice because it didn't appear.",2026-07,not_applicable,
The Taaras Beach & Spa Resort,5.0,"An amazing place on a fabulous island! Snow-white soft sand, incredible azure water is definitely the best beach in all of Redang, and snorkelling turtles can be seen right off the coast. The rooms are very spacious, the service is impeccable, and a chic panoramic view of the ocean opens from the gym. Breakfasts were delighted with their variety. I recommend it!",2026-07,translated_argos,
The Taaras Beach & Spa Resort,5.0,Impeccable service at the taras resort Special thanks to hamdan rajab,2026-07,translated_argos,
The Taaras Beach & Spa Resort,5.0,The Best Accommodation for Redang Island to Eat That Could Be Even Better Otherwise Everything Perfect,2026-07,translated_argos,
The Taaras Beach & Spa Resort,5.0,"We spent three nights at The Taaras Beach & Spa Resort, and our experience was absolutely wonderful. The beaches are pristine, clear water and if the room facing sunrise, you would enjoy a claming scenery early morning.
I must give a well-deserved 5-star rating to the staff for their exceptional hospitality. From housekeeping and the front desk to the restaurant team, everyone treated us so well with genuine warmth. My 11-year-old daughter especially loved the food at The Cove and MareNero.
Our Cliff Bay Suite was incredibly spacious and clean. Additionally, the team at the recreation centre was very helpful and friendly.",2026-07,not_applicable,
The Taaras Beach & Spa Resort,2.0,"Hotel has seen its best days and needs investment and restauration. Staff friendly, but poorly trained. Two stars for the location",2026-07,not_applicable,
The Taaras Beach & Spa Resort,5.0,"My family and I would like to extend our heartfelt thanks for the wonderful hospitality, warmth, and excellent service we received throughout our three-day stay at The Taaras.

We truly had a wonderful time enjoying the beautiful beach, the comfortable resort, and the dining experiences at your restaurants. Every member of your team was courteous, friendly, and always willing to help, making us feel genuinely welcomed from the moment we arrived until our departure.

The quality of service was consistently excellent, and we thoroughly enjoyed the meals. While the food presentation was impressive, we believe the dining experience could be further enhanced by including more local Terengganu and Kelantan specialties, allowing guests to experience the rich culinary heritage of the East Coast. We also suggest considering the inclusion of soft drinks in the meal package instead of charging them separately, as this would provide even better value and convenience for guests.

Overall, it was a joyful and relaxing holiday filled with wonderful memories that our family will always cherish. The SEATRU Turtle Lab and the sea turtles conservations were some of the impressive highlights. We will certainly return to The Taaras in the future and will not hesitate to recommend your resort to our family and friends.

Thank you once again for making our stay such a memorable and enjoyable experience.

With sincere appreciation,
The Amran Family",2026-07,not_applicable,
The Taaras Beach & Spa Resort,3.0,"Overall is a pleasant experience for our family. Our  Deluxe 2 rooms with Hill view are the main issue with this resort, i.e faulty AC and safe (keeps beeping all night long), leaking bathroom, malfunction espresso machine, malfunction fridge (not powering on) and seems that equipment  are old ( year 2012) and not easy to operate. For a.5 star resort category, this will be the worst experience I had compared to similar Hotel rating.",2026-07,not_applicable,
The Taaras Beach & Spa Resort,3.0,"Good. But rooms are terrible.

There is transfer from airport or if you come by car can come to Jetty. They send message and meet, very convenient.
The beach is good, clean and comfy. I couldn’t swim because some health problem, but even I could see some fishes and baby sharks.
The beach bar also good, guys are working very fast and polite.
Territory is good and I saw security who check if you stay in hotel, so I guess that’s why on the beach don’t have so much people.
Breakfast was good, Indian, Chinese and standard cuisine.
I liked that part that we can see monkeys in balcony and they were coming almost every day. It was looking so interesting.
Personal is good everywhere, but I liked more who works in the beach side, they were great.

So, why not 5. Because rooms were in terrible condition.
All furniture is so old and needs  to change. Washroom is so smelly and dirty. It is not like 5 star hotel at all. Really need to change, not clean, change!!!
The sofa has been covered in mold for a long time, which I'm not sure any dry cleaning service can remove. The air conditioner is incredibly noisy and leaks, like it's from the last century. The balcony door creaks and can't be opened. The bathroom is already completely yellow. Everything in the room needs to be replaced immediately. The conditions are simply appalling.
I'll be waiting for notification that the premises have been renovated and that we can return again. However, under these conditions, guests will not be returning.",2026-07,not_applicable,
The Taaras Beach & Spa Resort,4.0,"We stayed at The Taaras Beach & Spa and, overall, it was a very positive experience.

The resort is beautiful, well-kept and represents the best structure of Redang Island. The Garden Suites are well maintained and, in my opinion, have a decidedly more comfortable location than the rooms overlooking the sea, because they allow you to easily reach the beach, swimming pool and restaurants.

The price is certainly high compared to what is offered: I would personally consider it closer to a good 4 star European resort than a real luxury resort. Despite this, the best choice on the island remains.

Breakfast is great, very varied and with a wide choice. The Asean restaurant, on the other hand, has not convinced me particularly. I enjoyed the beach bar for comfort and atmosphere, although pizza is definitely improved. I would also recommend extending the vegetarian proposals of the restaurant the cove.

The real strength is the service: every day staff contact guests on WhatsApp to ask how the stay is going and it is always quick to solve any problem. I also found very nice small details, such as chocolates left every evening in the room, the daily mini-bar, the lounge dedicated to waiting at Kuala Terengganu airport and live music during aperitif and dinner.

The cleanliness is good, the beach is well maintained and the location is perfect to reach the observation point of turtles. Snorkeling is very nice, with the possibility to easily rent all the necessary equipment. A huge added value is being able to witness the nesting of turtles on the beach and, when possible, participate in the liberation of children: a really exciting experience.

I also found it very convenient to have the village right next to the resort, where you can dine in local restaurants spending about a third compared to hotel restaurants and, often, eating even better.

The mattress is very comfortable, in the common room there are games to entertain and the weather was perfect: despite the forecasts indicated continuous rain, we had only short night showers. The sea is simply the warmest and most blue I have ever seen and during the stay you can observe many marine animals.

There are also some improvements. Sand mosquitoes are numerous, even within the rooms: I recommend to bring a really effective repellent. Some deck chairs and tables on the beach would need more accurate cleaning.

I did not appreciate the constant presence of the owner's yacht anchored in the bay, because it spoils a bit the natural view of this magnificent place.

The most sad note concerns unfortunately the amount of plastic and microplastics present both on the beach and at sea. The owner proudly shows the projects of requalification and cleaning, an admirable initiative, but unfortunately it is enough to make a few steps to find microplastics, bottles, lighters and other waste. I would have liked to find baskets or bags made available to guests who want to spend some of their time cleaning up this paradise.

Finally, I would enjoy a little more evening entertainment. Apart from the pleasant live music, the evenings are quite quiet: a disco evening, a white party or some additional show would make the experience even more complete.

Overall I recommend The Taaras Beach & Spa to those looking for the most beautiful sea you can imagine, a well-managed resort and a very attentive service. With some improvement and a more balanced price-quality ratio could really become an absolute point of reference.",2026-07,translated_argos,
The Taaras Beach & Spa Resort,5.0,Hanafi n 2 more our Butler in villa very helpful n good service.,2026-07,not_applicable,
The Taaras Beach & Spa Resort,4.0,"A place you'll remember long after you've left 🌞🌞🌊🏖🏖
The Taaras is all about one thing: location, location, location.
The bay is simply breathtaking. Warm, crystal-clear water, incredibly soft white sand and one of the most beautiful beaches I've ever experienced. It's the kind of place where you immediately slow down and wonder why you don't live by the sea.
If you can, choose one of the Ocean Front Suites. Waking up to that view every morning is an experience in itself.
Like many remote island resorts, not every aspect is absolutely perfect, but once you're surrounded by such extraordinary natural beauty, those details quickly fade into the background.
A special thank you to Bryan, whose guest relations made us feel genuinely welcome throughout our stay, and to Hasni at the Recreation Centre, who took the time to understand what I was looking for and recommended the best option for the limited time I had available.
Because of my tight schedule, they organised a 2-hour ""Redang Best Spots"" private boat trip, and it turned out to be the perfect choice. A big thank you to the excellent Pang—who, amazingly, had been performing a spectacular fire show on the beach the night before—and to Hamzi, a fantastic boat captain who kindly lent me his fins and, as far as I know, is currently the only member of the resort team who has visited Italy.
Thank you all. Beautiful places are unforgettable... but it's often the people you meet that make you want to return.",2026-07,not_applicable,
The Taaras Beach & Spa Resort,5.0,"Hanafi is the best butler, he is caring, helpful and take care of us all the times in this 3 days",2026-07,not_applicable,
The Taaras Beach & Spa Resort,5.0,The best Butler in the house = hanafi,2026-07,not_applicable,
The Taaras Beach & Spa Resort,4.0,"We had a great experience at Taaras. The facilities and location were great, and the staff always there to accommodate our wishes, in particular Saiful.
Bryan Nicholas from the Guest experience was also attentative and helpful.
The overall score would have been 5/5 if it wasn't for what we witnessed during the baby turtles release on the beach. We did it twice. The first time on 27/06, it went well. People were instructed not to touch the turtles and the release was done respectfully.
But the second time, on 29/06, the people participating were given gloves for some reasons, which led to most of them touching, grabbing and even dropping the turtles. Kids were treating them like toys. You could see that the baby turtles were in distress as many of them struggled to find their way to the sea. Why would you hand gloves over to people and allow them to touch the animals? For a site well-known for its marine conservation work, it was inadequate.
We are really hoping that future turtle releases can be done with more respect toward the animals as what we saw during the second release was heartbreaking.",2026-07,not_applicable,
The Taaras Beach & Spa Resort,5.0,Magical Taaras!,2026-07,translated_manual,
The Taaras Beach & Spa Resort,5.0,"I moved to Ledan Island by car.

You can use yoga again during your stay. It was a time to heal.
I was able to enjoy it with all my family, and I was very satisfied with the quality that I would expect when I had a hard lesson.

I also experienced snorkeling and turtles.
In addition to the 8-year-old daughter, the daughter who is one-year-old soon saw a cute baby turtle.",2026-07,translated_argos,
Berjaya Tioman Resort - Malaysia,5.0,All are best time for me and my family. Tour guide name Ridzuan is most freindly nice person entertained me and my family.,2026-09,not_applicable,
Berjaya Tioman Resort - Malaysia,5.0,"Room was nice and clean with amenities included. Breakfast was a nice spread. We did the kayaking which was included in our package. We also did the archery, golf and used the swimming pool which was all great. The highlight was the massage. Dewi did an exceptional job targeting my problem areas, was very attentive and I left very relaxed. Would definitely recommend again!",2026-09,not_applicable,
Berjaya Tioman Resort - Malaysia,2.0,"Unfortunately this resort had me a bit disappointed. We paid relatively much because we trusted the Berjaya chain to deliver a sufficient, maybe even luxurious getaway. Our experience was subpar though. The resort looks like it needs a paint job as a whole, people bike around everywhere, so at night its a bit dangerous even because of the bad lighting. The room we got allocated was okay. However it had an ant infestation. I had at least 20 ants creep up on my in my bed. The ants were everywhere: in my bed, on the doormat, on the desk/makeup table, on the wall, actually such a disappointing occurrence. We had to call the main desk several times because they did not help us. after 2 hours of back and forth we finally got a new room 471. The room was okay but is definitely too old for a 4 star resort at this price. The breakfast food was mediocre at best, quality wise below standards, and not very tasteful in general. Facilities were mediocre as well. Children's arcade looked very poor, the gymnasium looked absolutely terrible. The pool was okay, but needs refurbishment: the artificial waterfalls were turned off. The shortage of ingredients at the bars was also terrible: no rum, no vodka, no whiskey, they only had gin. Cleaning service was bad as well, they didn't refresh our towels despite having left them on the floor. The cleaner only took our dirty towels and didn't leave fresh ones. When calling the service desk for fresh towels, we had to wait 1h30m in total, we had that happen twice. Moreover, wifi signal was very bad throughout our stay.

I must say that the staff were very friendly and smiled anytime they saw you. Despite that, their ability to help when you ask for it was also extremely poor.

Overall, very disappointed in my experience, and won't be visiting again anytime soon. This has left a bad impression of the Berjaya chain amongst me and the party.",2026-09,not_applicable,
Berjaya Tioman Resort - Malaysia,5.0,"Hi ! 😊

On behalf of our team, we would like to express our heartfelt thanks to the hotel team for all the help, support and assistance throughout our stay, from check-in until check-out.

We truly appreciate how helpful and accommodating everyone has been in assisting us with all the arrangements and making sure everything went smoothly throughout our trip.

Thank you so much for the excellent hospitality and wonderful service. We really enjoyed our stay and hope to see you again in the future!",2026-09,not_applicable,
Berjaya Tioman Resort - Malaysia,2.0,"Still staying here as I’m writing this. Left with another night to go and I can’t wait to check out!  This will be my first and last time staying here. Rooms need a massive overhaul. Everything was so worn out. The rooms we were assigned to were infested with ants. Totally not worth the price we paid. Resort was also quite a distance from shops outside and we couldn’t walk out. Need to pay RM50 for a taxi for every trip out.
Food at the restaurant were average. Requested for food to be non-spicy so that the kids can eat but both times food came spicy.
The only positive side are the staffs who have been helpful and friendly.

Mr Vincent hope you take note of this. It’s such a waste..there is so much potential in the resort..if only proper maintenance is done I am sure the resort will continue thriving.",2026-09,not_applicable,
Berjaya Tioman Resort - Malaysia,5.0,"Great staff and management, they go beyond to serve their customers. Effat front desk supervisor is amazing and made our vacation to be a great one.

Great staff , Great service and incredible beach.",2026-09,not_applicable,
Berjaya Tioman Resort - Malaysia,1.0,The resort is beyond run down. The entire place looks like it's falling apart. Front facing personnel such as the reception and restaurant staff are not properly trained and are inadequate in communicating clearly. Rooms are run down and relatively filthy. It'd take an entire overhaul for me to return.,2026-09,not_applicable,
Berjaya Tioman Resort - Malaysia,4.0,"I was really happy with the room I booked. The location was excellent, offering a great view of the ocean while also being close to the lobby—perfect for those who enjoy a quick, easy walk there.

Another interesting service they offer is an internal shuttle for guests; basically, if you want to go somewhere within the resort, they can take you there—there’s nowhere they can’t reach. This is a real plus, and it extends to other needs too; if you need anything, you can just call the front desk, and they’ll have it delivered right to your room.

As for the location itself—honestly, I’m not really the type of person who enjoys going out to sea or exploring the island, so...
However, for international visitors or anyone who loves an island getaway—diving, swimming, and the like—I think it’s definitely worth a visit.They have all sorts of activities for visitors to join in on—you could spend days there and still not run out of things to do! 😂

Regarding the food, I personally found it quite average—at least by Malaysian standards—though international guests might feel differently. The breakfast spread was impressive, with a wide variety of buffet options, whereas lunch seemed to follow a standard menu. They offered a buffet for dinner as well, though the selection was a bit more limited compared to the daytime spread.

The only downside is that things are really expensive (since they're imported)—but what can you do?After all, it is an island!

All in all, though, the food, the room, and the location were all great—there really wasn't anything to complain about. ❤️👍",2026-09,not_applicable,
The Taaras Beach & Spa Resort,5.0,"Cannot recommend this beautiful place enough, from the time we boarded the flight to the time we hoped off the return flight, the service was above our expectations.
Special thanks to the beautiful Winda Wanditta, her welcoming warm smile was a special greeting 🙏 every time we seen her, and always so keen to help with any query we had, lovely young lady",2026-07,not_applicable,
The Taaras Beach & Spa Resort,3.0,"We stayed at The Taaras hoping for a relaxing family getaway, and while parts of it delivered, several avoidable issues took the shine off.

Room allocation: Before arriving, we specifically requested twin rooms in the same block, ideally close to reception, and were told this would be ""accommodated."" Despite the resort not being at full occupancy, we were placed in the garden view block furthest from reception — not the twins-together setup we'd asked for. Not the start we were hoping for.

Check-in: The check-in process itself felt underwhelming and rushed. We weren't given any orientation — no signage or directions to the beach, and no mention of the sandfly issue (more on that below) or the turtle release happening that same evening. We only found out about the turtle release from friendly staff down at the beach, and it ended up being a real highlight — but it shouldn't have been left to chance. It should also have been mentioned during check in that the hot water only works if you turn on the SWITCH for 15 minutes before taking a shower . as a result a poor cold first day shower experience with poor water pressure

Sandflies: This was our biggest issue. Nobody warned us about sandflies, and by the end of day one I'd been bitten around 25 times and my son closer to 50. The itching kept us both up most of the night. A simple heads-up at check-in (with repellent recommendations, or even repellent provided) would have made a huge difference.

Wifi: In-room wifi was patchy and unreliable throughout our stay.
The positives: The rooms themselves were genuinely luxurious and matched the price point. The beach is stunning — genuinely one of the best we've experienced — and the turtle release was a magical, unexpected bonus.

Spa: A real highlight of the trip. Glory's team massage was fantastic, and the traditional Taaras herbal bag massage was excellent — worth booking in advance. Glory herself was the first person we met who we could say embodied a true 5 star experience!

Staff: Mixed experience. The beach staff and spa team were warm and attentive. Reception, however, could use more training in guest service — better attention to pre-arrival requests and basic welcome information would go a long way, including information (and a basic leaflet for asking us to check amentiies via scannign a QR code - available we found AFTERWARDS)

In summary: Gorgeous location, excellent spa, but the resort needs to tighten up communication — from honoring room requests to warning guests about sandflies and letting them know about evening events like the turtle release.",2026-07,not_applicable,
The Taaras Beach & Spa Resort,5.0,"Vacation with her daughter in this hotel from June 25 to July 7, 2026. I’ve never written a review when I liked everything, and we’ve been many places in the world (usually people write when something they didn’t like much), but in this case I really wanted to. I will try briefly - I did not see any minuses at all, the location is simply fabulous, the ocean is simply something indescribable, the saturation of the ocean is amazing (we saw squid, turtles, sharks, stingrays, etc.), the hotel itself is excellent, I did not see any minuses at all, the staff is all at the highest level, the attitude to all wishes (and they were 😀) is impressive. Pros can be painted to infinity. Special thanks to Hasni (organized tours) and Brian (like a manager), they were always included and always helped us (sorry if I didn’t spell the names correctly)",2026-07,translated_argos,
The Taaras Beach & Spa Resort,4.0,It's quiet. It's hard to travel.,2026-07,translated_argos,
The Taaras Beach & Spa Resort,2.0,"My stay at The Taaras Redang was overall just average. Although the resort has been operating for around 15 years , it is still reasonably well maintained. However, I don’t feel that the facilities truly reflect a 5-star resort. Some amenities are outdated, and there are noticeable areas that could be improved to match the expectations of a luxury property.

The biggest highlight is undoubtedly the crystal-clear turquoise sea and beautiful beach. The scenery is absolutely stunning and is the main reason to visit this resort.

Unfortunately, the food was a major disappointment. The variety, taste, and overall quality were well below what I would expect from a 5-star hotel. It was the weakest part of the entire experience.

Overall, if you’re visiting purely for the breathtaking beach and ocean, The Taaras is worth considering. However, if you’re expecting a complete 5-star luxury experience with premium facilities and dining, you may find it falls short of expectations.

Personally, if I were paying for this trip with my own money, I wouldn’t choose to stay here again.",2026-07,not_applicable,
The Taaras Beach & Spa Resort,5.0,"Well one of the best locations, picture perfect place i have stayed in, probably the best in the world.
The only criticism is limited food choices, and the resort is very tired. Needs a lot of updating, even the gym equipment is showing signs of wear, the rooms are amazing but needs updating.
I will be returning",2026-06,not_applicable,
The Taaras Beach & Spa Resort,4.0,"Alvin from Dive Centre is wonderful in guiding and ensure my daughter had a great time.
Saiful from the restaurant provided attentive services throughout.

Hiccup on the check in, we were only able to check in around 4.30pm though check in time was 3pm without any complimentary. Bryan from Guest Service Experience could have done better.",2026-06,not_applicable,
The Taaras Beach & Spa Resort,5.0,"We spent 4 wonderful days in this beautiful hotel
- Bryan is very welcoming, helpful and very efficient to make our stay enjoyable
- Sayful the restaurant waiter was at our care

Very good smiling team ",2026-06,translated_argos,
Berjaya Tioman Resort - Malaysia,4.0,"What a great resort, extremely helpful and friendly staff, lovely food, great beach, pool is immaculately maintained, lovely grounds, we had a fantastic break here, would highly recommend!",2026-09,not_applicable,
Berjaya Tioman Resort - Malaysia,5.0,"The hotel is clean and comfortable. The atmosphere is so beautiful and quiet.
All staff are friendly and helpful. See you next time.",2026-09,translated_argos,
Berjaya Tioman Resort - Malaysia,5.0,"Such a nice place!
We enjoyed the location, the facilities and a fantastic yoga hours with Bruce
Thanks for giving us memorable moments🍀",2026-09,not_applicable,
Berjaya Tioman Resort - Malaysia,5.0,"I really like the hospitality given by the Mr melvin and team.  We have a great service from Mr saiful hospitality for front desk, buggies services teams, friendly approach by the reception, cafes staff. Not to forget scuba divers mr joseph and team. Its really amazing to see natures around the island. Will repeat again berjaya Tioman.",2026-09,not_applicable,
Berjaya Tioman Resort - Malaysia,5.0,"Had a really pleasant stay at Berjaya Tioman Resort with my family. The resort is beautiful and our Beach Front Chalet had a lovely view. The shower was also surprisingly good — strong water pressure and easy to adjust the temperature, which made it very satisfying after a day at the beach!

The buggy service was excellent too. Very fast and efficient, even late at night.

We also booked a private snorkeling trip for RM750 for our family of four, and it was definitely worth it. Our guide, Pak Ki, was very patient and followed our pace and timing. The coral and marine life around Tioman were beautiful. My husband and son did get stung by jellyfish, but thankfully it wasn't serious.

The resort staff were all very friendly and helpful. They genuinely tried their best to accommodate our requests. One small gesture that really stood out was when I needed Panadol early in the morning while the gift shop was still closed. One of the staff kindly gave me some from his personal supply. Such a simple gesture, but very thoughtful and much appreciated. ❤️

The only downside for us was that the resort gets very quiet after around 8pm. I understand Tioman is more of a relaxing destination, and the coral-filled beach may limit certain water activities, but it would be nice to have some simple evening entertainment such as live acoustic music, a movie by the beach, sunset sessions, beach BBQs or stargazing.

There also isn't much happening around the nearby village apart from exploring by motorbike and finding places to eat, so having more activities within the resort would definitely make the stay even better.

Overall, we really enjoyed our stay. Beautiful resort, great staff, good service and an amazing snorkeling experience. Would definitely come back! 🌴🌊",2026-09,not_applicable,
Berjaya Tioman Resort - Malaysia,2.0,"A resort that is clearly in need of renovation

Berjaya Tioman Resort has, according to its own website, been around since 1985. That makes it 41 years old, and unfortunately, the age of the resort is also quite noticeable in some of the rooms.

Our room had an outdated and very firm bed, with the springs clearly noticeable. There were also quite a lot of ants in the room, as well as several issues with the finishing that, in our opinion, do not fit a hotel presenting itself as a luxury golf resort. The door was sticking when both opening and closing. The wooden bathroom door showed clear signs of wood rot and had been poorly repaired. Since there is no shower curtain, the door gets very wet after every shower, which certainly does not help. The sealant around the sink also looked very old and overdue for replacement.

The dining experience also felt rather dated. The menus at the restaurant and bars are old-fashioned laminated, folded A4 sheets, and several items listed on them were simply not available, including drinks such as Hoegaarden, Corona and Piña Colada. There is also very little communication about which restaurants and bars are open and when. For a resort of this size and standard, we would expect both the menus and the communication about the available dining options to be kept more up to date.

We also found that quite a lot of staff members were travelling back and forth around the resort on scooters. Given the size of the property, this is perhaps understandable, but it does take away somewhat from the peaceful resort atmosphere you might expect from a place like this.

Berjaya Tioman Resort proudly presents itself as the largest resort on Tioman. We are aware that the resort is currently undergoing renovations and that some room categories have already been updated. However, this does not fully address the issue from a guest's perspective. At present, it seems to be a matter of luck whether you receive a renovated room or one that is clearly in need of updating, while paying the same price. Until the renovation is completed across the resort, the experience can therefore vary considerably depending on the room you are allocated.

In our view, the remaining rooms should be brought up to current standards, with more consistency across the resort in terms of both room quality and overall presentation.

Fortunately, there are also positive aspects. The activities on offer are well organised, and the lobby staff are incredibly friendly, helpful and accommodating. When we arrived, we were initially given a room with two single beds, even though we had booked a double bed. After we raised this, it was resolved quickly and without any hassle.

In short: a beautifully located resort with friendly staff and well-organised activities, but the condition of some of the rooms and the dated overall presentation unfortunately seriously detract from the overall experience. A thorough renovation and update would certainly be worthwhile.",2026-09,not_applicable,
Berjaya Tioman Resort - Malaysia,3.0,"The positive points: the staff is charming and very friendly, the breakfast buffet is very rich, the swimming pool is very beautiful and there are enough deckchairs.

The negative points: very old resort, poorly maintained, which wants to give itself high-end airs but which is very far from it.
We booked a cottage for three. Already the outside does not look like what is shown in the photos it is not an individual chalet but a small building of 4 housing units. We go back to the entrance of the resort so 10 minutes walk from the restaurant.

We enter the room there are not 3 beds but 2 beds and 1 extra bed just good to accommodate a child as it is uncomfortable and the mattress is very thin. The extra bed is arranged in the middle of the room so that it is impossible to enter the bathroom. We had to move the furniture to rearrange the room to make it liveable.

The house was left to be desired. We found a slipper under the bed.
The tablecloths in the restaurant are not ironed and are stained.

The safe wasn't working. It was reported they came, it still didn't work.

When we take the shower, we find there's only two towels we had to call to get the third. On the terrace one of the boards is broken one can practically pass through it will be repaired the day of departure.

We had a drink at the pool bar cocktails are already all prepared in plastic cans and really not good.

The restaurant is priceless, the excursions too. We find ourselves far from everything and the price of taxis on the island is exorbitant.

In short, a quality ratio is not at all up to our expectations. I don't recommend it.",2026-09,translated_argos,
Berjaya Tioman Resort - Malaysia,5.0,"Resort as well as stay, complete facity, convention booth, ad transport nk to kg tekek and room. Staff also friendly from reception to buggy pilot to f & b. Dealing with En Saive is very helpful about transportation, cubicle, movement to jet and asking about areas and activities. En sham and staf2 of f & b are also sloattentive while bbq dinner. Eat up. Food is a lot of choices. If there's more food, I like it. ♪",2026-09,translated_argos,
Berjaya Tioman Resort - Malaysia,1.0,"Completely unacceptable for the price||This is by far one of the most disappointing hotel experiences I have ever had. The property may have been built 50 years ago, but it genuinely feels like nobody has invested a single euro in renovating or properly maintaining it since.||The rooms are completely outdated and severely deteriorated: cracked walls, damp, damaged surfaces, leaking water, filthy and ancient curtains, and a bathroom that looks like it has not been renovated in 40 years. Taking a shower means getting the entire bathroom wet because the water escapes everywhere. The bathtub area is covered in deteriorated, dirty sealant and the shower curtain is stained and disgusting.||The air conditioning is extremely old, and the fan looks so unstable that you genuinely wonder whether it might fall down. Nothing about the room resembles what you would expect from a resort charging today’s prices.||And this isn’t limited to the rooms. The whole property is run-down and neglected. Even the beach facilities are falling apart: we found broken sun loungers, including one completely damaged and another missing its mattress.||The photos attached are not exaggerations — they speak for themselves.||What makes it particularly outrageous is the price. You are paying current resort prices for a property that looks decades behind in terms of maintenance and renovation.||The service was equally disappointing. Staff were not particularly friendly or helpful, and when we raised concerns, we did not feel listened to or taken seriously.||Beautiful surroundings cannot compensate for a hotel that is this poorly maintained. From the room, to the bathroom, to the facilities and the service, this place is a disaster from A to Z.||If you are thinking of booking, look carefully at these photos and ask yourself whether this is what you expect from a resort at this price. For me, absolutely not. Zero stars would be more appropriate",2026-08,not_applicable,
Berjaya Tioman Resort - Malaysia,3.0,"Beach is beautiful, there is a boat dock with about 50 baby sharks and thousands of fish. The food is good, buffet rich. However, very much of the map is no longer available, e.g. wines or beers there is only a small selection. You can book snorkeling tours, rent a kayak and drive a beach buggy. Unfortunately, the resort has come into the years and makes it seem as if you are no longer investing and only skimming off. Only the restaurant and the lobby look great, everything else has come into the years and decays gradually.||The pool is ok, the children's area now without slide and dilapidated. Railings are broken and provided with shut-off tape. The pool bar is unloving, just like the Sundown bar, from which you could really make something beautiful. It is a pity how lovelessly this is managed. || The golf course is very nicely located. Since it is played very little but in corresponding condition. The golf house is like a Lost Place, the lenders are from 1980 and the clubs are from mixed sets. |The first 9 holes were still fun, even if the monkeys robbed me and you run (or drive) all the holes back from the tee of the 9 because the bridge to the fairway is missing 3m... ||The rooms are ok, everything you need.||In front of the resort is a very delicious Chinese restaurant by the sea to which also locals go. In the ""city center"" you run in 30min or let || All in all it was nice, the children liked it because they do not ""see"" the mentioned points above.",2026-08,translated_argos,
